entity_id,canonical_name,category_slug,rank,media_status,review_status,rights_status,is_publishable,priority,reason
"api-football:player:10267","Samuel Xavier","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:26305","Santiago Ascacíbar","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:289493","Santiago Luján","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:51835","Santiago Scotto","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:51535","Sebastián Cáceres","copa-america-assists","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:51750","Sebastián Píriz","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:2541","Tarek Salman","copa-america-assists","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"uefa:player:9bebf2e8daed6ca8e602bea5","Thiago","premier-league-goals","13","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:4911","Thibaut Courtois","goalkeeper-historical-index","13","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:11400","Thomas Rodríguez","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:406562","Tiago Caballero","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:26256","Tim Kleindienst","bundesliga-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:1138","Timothy Weah","copa-america-assists","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:16738","Tobias Vargas","copa-sudamericana-red_cards","13","fallback","rejected","rejected","false","false","Los candidatos existentes están rechazados; se conserva fallback."
"api-football:player:80434","Tomáš Čvančara","bundesliga-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:425741","Valentín Fascendini","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:39747","Víctor Balta","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:13607","Walmer Pacheco","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:10496","Walter Montoya","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:13309","William Duarte","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:16666","Willian Vargas","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:37153","Wouter Burger","bundesliga-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:157038","Ygor Catatau","copa-sudamericana-red_cards","13","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:67238","Yukinari Sugawara","bundesliga-red_cards","13","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:318546","Albion Rrahmani","uefa-conference-league-goals","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:484","Aleksey Miranchuk","uefa-cup-europa-league-assists","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"statbunker:world-cup:player:17798","Andres Iniesta","club-career-titles","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:3106","Andriy Shevchenko","uefa-champions-league-goals","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:1601e4465f02a1aa432c598c","Arturo Vidal","club-career-titles","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:d638ac29cb97776c22701a04","Barnabás Varga","uefa-conference-league-goals","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:2082","Charles Kaboré","uefa-cup-europa-league-yellow_cards","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:10775bfbf22382185c386c68","Cyriel Dessers","uefa-conference-league-goals","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:939807950a67803b6489e76a","Dani Alves","club-career-titles","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:0a7d1a4d7d43fc8f8d376524","David Raum","bundesliga-assists","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"rsssf:serie-a:player:9e09229c99bb3bb0a4eaa2a6","Dries Mertens","uefa-cup-europa-league-assists","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:12707","Ederson","premier-league-clean_sheets","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:95b4d6489877492b64896efd","Farès Chaïbi","bundesliga-assists","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:75382","Florian Wirtz","bundesliga-assists","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"dfb:bundesliga:player:41d6e1b1fed8be03527f65c5","Franck Ribéry","club-career-titles","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:152f590db8d45f7f7a9d6c31","Franko Kovačević","uefa-conference-league-goals","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:1615","Gil Dias","primeira-liga-assists","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:5698","Gonzalo Higuaín","player-career-goals","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:5698","Gonzalo Higuaín","club-career-goals","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"bdfutbol:la-liga:player:fa492f620c57c5624a6ce1dd","José Francisco Molina Jiménez","la-liga-clean_sheets","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"statbunker:world-cup:player:51549","Joshua Kimmich","club-career-titles","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"statbunker:world-cup:player:51549","Joshua Kimmich","uefa-champions-league-yellow-cards","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:24845","Julian Ryerson","bundesliga-yellow_cards","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"uefa:player:65a895543b0ff3f4b541090e","Kevin Diks","uefa-conference-league-goals","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:1609","Konstantinos Fortounis","uefa-cup-europa-league-assists","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:5384","Leroy Sané","club-career-assists","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:4799","Luis Alberto","uefa-cup-europa-league-assists","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"bdfutbol:primeira-liga:player:282d4b4504df554e839cfd51","Marco Aurélio Siqueira","primeira-liga-clean_sheets","14","fallback","missing","missing","false","false","No existe retrato aprobado; se sirve fallback propio."
"bdfutbol:ligue-1:player:2fc2a83b0b238889e1ebbfd0","Marco Verratti","club-career-titles","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:17377","Mark O&apos;Hara","uefa-conference-league-goals","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:156477","Mathis Cherki","uefa-cup-europa-league-assists","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"uefa:player:b2f63118e083e0164eb28f96","Maximilian Beier","bundesliga-goals","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:106104","Meriton Korenica","uefa-conference-league-goals","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:142959","Muhammed Aktürkoğlu","primeira-liga-assists","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:26315","Nicolás González","uefa-conference-league-goals","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:304595","Pablo","primeira-liga-goals","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"rsssf:international:player:3a2f79afbeb7ae44fac0d76a","Pelé","national-team-official-goals","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"uefa:player:8f6fac652ae6c25f3e390e84","Piqué","club-career-titles","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:2209","Rafik Guitane","primeira-liga-assists","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"bdfutbol:bundesliga:player:73da9d972bcdc839cb2524c1","Rani Khedira","bundesliga-yellow_cards","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"transfermarkt:uefa-cup-europa-league:player:b829d580c034c01b99306ac3","Ricardo Horta","primeira-liga-assists","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:2305","Ricardo Jorge Ferreira Pinto da Silva","goalkeeper-career-clean-sheets","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:dbea06bccf3c7c7d8aba4e54","Romano Schmid","bundesliga-assists","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:1082","Stefan Lainer","uefa-cup-europa-league-assists","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:36899","Teun Koopmeiners","uefa-cup-europa-league-assists","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:67454","Trincão","primeira-liga-goals","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:8763be881de9addf50551178","Troy Parrott","uefa-conference-league-goals","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:4748","Willian","uefa-cup-europa-league-assists","14","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:16165","Younes Bakiz","uefa-conference-league-goals","14","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:692","Alan Patrick","copa-libertadores-assists","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:563","Álex Grimaldo","club-career-assists","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:6899","Alexandre Lacazette","ligue-1-goals","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:10501","Alisson","copa-libertadores-assists","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:56","Antoine Griezmann","la-liga-assists","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"bdfutbol:la-liga:player:f34571f5dec210411037b9b0","Bodo Illgner","bundesliga-clean_sheets","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"statbunker:world-cup:player:45997","Breel Embolo","ligue-1-goals","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"bdfutbol:serie-a:player:31fa3fb6b86f64cfea75d3f0","Bryan Cristante","uefa-cup-europa-league-yellow_cards","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:5793","Casemiro","premier-league-yellow_cards","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:117030","Cesar  Sanchez Dominguez","la-liga-clean_sheets","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:9634","Connor Goldson","uefa-cup-europa-league-yellow_cards","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:733","Dani Carvajal","uefa-champions-league-yellow-cards","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"statbunker:world-cup:player:54301","Dani Olmo","la-liga-assists","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:47336","Darder","la-liga-assists","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"rsssf:international:player:f99ff9fb513907a5537ff5a1","David Villa","player-career-goals","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:5995","Diego de la Cruz","copa-libertadores-yellow_cards","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:369","Diogo Costa","primeira-liga-clean_sheets","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:10084","Egídio","copa-libertadores-assists","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:1882","Esteban Sachetti","uefa-cup-europa-league-yellow_cards","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:4804","Fernandinho","player-career-titles","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:12136","Granit Xhaka","uefa-cup-europa-league-yellow_cards","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:9ee9fcd3fc0ffabcd8496d9e","Haris Seferović","nations-league-goals","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:773","Iván Marcano","uefa-cup-europa-league-yellow_cards","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:1230","Jan Bořil","uefa-cup-europa-league-yellow_cards","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:68531","Jānis Ikaunieks","nations-league-goals","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:37776","Jefferson Lerma","premier-league-yellow_cards","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:6574","Juan Patiño","copa-libertadores-yellow_cards","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:4566","Julio César","goalkeeper-historical-index","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:43016","Júnior Morais","uefa-cup-europa-league-yellow_cards","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:5afa64432398b29cf3729d55","Khvicha Kvaratskhelia","nations-league-goals","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:55776","Lucas Paquetá","premier-league-yellow_cards","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:3723","Luka Modrić","player-career-titles","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"rsssf:goalkeeper:player:695368e714433174e8efc28f","Manuel Neuer","player-career-titles","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:10506","Marinho","copa-libertadores-assists","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:63208","Matías Viña","copa-libertadores-assists","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:36267","Maurice Cova","copa-libertadores-assists","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:6523","Maximiliano Lovera","copa-libertadores-assists","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:1182","Mike Jensen","uefa-cup-europa-league-yellow_cards","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:1604","Mohamed Camara","uefa-cup-europa-league-yellow_cards","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"bdfutbol:bundesliga:player:ee850c6a4319630f85ed1329","Oliver Rolf Kahn","goalkeeper-career-clean-sheets","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:1541","Riçard Almeyda","uefa-cup-europa-league-yellow_cards","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:2334","Roland Juhász","uefa-cup-europa-league-yellow_cards","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:2214","Romain Del Castillo","ligue-1-goals","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:4290","Romelu Lukaku","club-career-goals","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"bdfutbol:primeira-liga:player:170836bd9ee03a76c3ec2576","Rui Manuel Silva Correia","primeira-liga-clean_sheets","15","fallback","missing","missing","false","false","No existe retrato aprobado; se sirve fallback propio."
"bdfutbol:serie-a:player:683167b5e3f45433a300b32c","Samir Handanovič","goalkeeper-career-clean-sheets","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:851","Shay Given","premier-league-clean_sheets","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"transfermarkt:uefa-cup-europa-league:player:cf0e6d987d9254a7dd2214d1","Taison","uefa-cup-europa-league-yellow_cards","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:26256","Tim Kleindienst","bundesliga-goals","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"transfermarkt:uefa-cup-europa-league:player:3dbbaf7f2a89caaf932095d3","Vágner Love","uefa-cup-europa-league-goals","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"bdfutbol:serie-a:player:448bc67f037c6c5348278386","Walter Zenga","serie-a-clean_sheets","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:21715","Wesley Saïd","ligue-1-goals","15","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:5772","Zlatan Ibrahimović","player-career-titles","15","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"statbunker:world-cup:player:55225","Achraf Hakimi","ligue-1-red_cards","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:39872","Alberto Rodríguez","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:412","Amine Harit","ligue-1-red_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"bdfutbol:la-liga:player:789bf2d3dddba05ca3838e1d","Andoni Cedrún Ibarra","la-liga-clean_sheets","16","fallback","missing","missing","false","false","No existe retrato aprobado; se sirve fallback propio."
"api-football:player:2491","Andrés Uribe","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:56","Antoine Griezmann","club-career-goals","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:2448","Arquímedes Figuera","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:340154","Arthur Vermeeren","ligue-1-red_cards","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:10430","Carlos Sánchez","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:5793","Casemiro","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"transfermarkt:copa-sudamericana:player:a6e8f0567ee2352b523a5921","Claudio Bieler","copa-sudamericana-goals","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:76353","Daniel Muñoz","copa-america-yellow_cards","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:22163","Dante","ligue-1-red_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:15202","Declan Rice","premier-league-assists","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"transfermarkt:copa-america:player:76a6e5498313b33558b36f78","Didi","copa-america-goals","16","fallback","missing","missing","false","false","No existe retrato aprobado; se sirve fallback propio."
"api-football:player:115215","Diego Pérez","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:30452","Édgar Barreto","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:10541","Enner Valencia","copa-america-yellow_cards","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"france-football:player:10294","Eusébio","uefa-champions-league-goals","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:20761","Florian Sotoca","ligue-1-red_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:138835","Folarin Balogun","ligue-1-red_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:117077","Gabriel Milito","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:117990","Gerardo Torrado Díez de Bonilla","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:1615","Gil Dias","primeira-liga-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"statbunker:world_cup:player:63484","Gonçalo Ramos","ligue-1-red_cards","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:4197","Gonzalo Jara","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"bdfutbol:bundesliga:player:b7ac57d3a7f8e32e837065b4","Hans-Jörg Butt","bundesliga-clean_sheets","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:478","Jefferson Agustín Farfán Guadalupe","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:65998","Jhasmani Campos Dávalos","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"bdfutbol:ligue-1:player:552ec7ac75baac6caeb35ced","Jordan Ferri","ligue-1-red_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:854","José Cáceres","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:31","José Giménez","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:984","Julian Brandt","club-career-assists","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:1342","Jussi Jääskeläinen","premier-league-clean_sheets","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"uefa:player:091db2cd48b9e8e4274fa678","Lautaro Martínez","copa-america-goals","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"transfermarkt:copa-sudamericana:player:53ba37f3b81f5142591ac920","Lucas Albertengo","copa-sudamericana-goals","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"bdfutbol:ligue-1:player:153a03e6d506c1ddde67c5ae","Ludovic Ajorque","ligue-1-red_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:2419","Luis Advíncula","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:2453","Luis Manuel Seijas Gunther","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"uefa:player:eaa2f75f12173ac8aaae512a","Marcelo","uefa-champions-league-yellow-cards","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:156477","Mathis Cherki","premier-league-assists","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:407017","Moïse Lumpungu","ligue-1-red_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:15259","Morgan Gibbs-White","premier-league-assists","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:529","Nicolás Tagliafico","ligue-1-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:529","Nicolás Tagliafico","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:529","Nicolás Tagliafico","ligue-1-red_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:266013","Otávio","ligue-1-red_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:95475","Rafael Márquez Álvarez","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:11071","Raúl Jiménez","premier-league-goals","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:2214","Romain Del Castillo","ligue-1-red_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:4751","Samuel Eto'o Fils","player-career-goals","16","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"pl:player:4313","Sebastián Coates","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"bdfutbol:serie-a:player:ba09c9fab3781a313f1619f0","Sebastiano Rossi","serie-a-clean_sheets","16","fallback","rejected","rejected","false","false","Los candidatos existentes están rechazados; se conserva fallback."
"api-football:player:21443","Téji Savanier","ligue-1-red_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:5754","Thiago Silva","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:70555","Víctor Javier Cáceres Centurión","copa-america-yellow_cards","16","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:70588","Alberto Contrera","copa-sudamericana-yellow_cards","17","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"pl:player:6899","Alexandre Lacazette","club-career-goals","17","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"bdfutbol:ligue-1:player:aa6ee54c0832e99d34b9569a","Anthony Lopes","uefa-cup-europa-league-clean_sheets","17","licensed","approved","approved","true","false","Existe un retrato aprobado y publicable."
"api-football:player:80369","Artur Moraes","uefa-cup-europa-league-clean_sheets","17","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
"api-football:player:16450","Bruno Piñatares","copa-libertadores-yellow_cards","17","fallback","pending","review_required","false","false","Existe un candidato pendiente de revisión; no es publicable todavía."
